event_id,event_ts,event_date,user_id,session_id,event_type,product_id,product_name,device,country,traffic_source
e_u_00001_s_u_00001_001_1768018046,2026-01-10 04:07:26+00:00,2026-01-10 00:00:00,u_00001,s_u_00001_001,product_view,p_0004,Product 004,desktop,US,organic
e_u_00001_s_u_00001_001_1768018068,2026-01-10 04:07:48+00:00,2026-01-10 00:00:00,u_00001,s_u_00001_001,product_view,p_0004,Product 004,tablet,IN,paid
e_u_00001_s_u_00001_001_1768018073,2026-01-10 04:07:53+00:00,2026-01-10 00:00:00,u_00001,s_u_00001_001,product_view,p_0004,Product 004,desktop,UK,email
e_u_00001_s_u_00001_001_1768018082,2026-01-10 04:08:02+00:00,2026-01-10 00:00:00,u_00001,s_u_00001_001,page_view,p_0004,Product 004,mobile,US,organic
e_u_00001_s_u_00001_001_1768018140,2026-01-10 04:09:00+00:00,2026-01-10 00:00:00,u_00001,s_u_00001_001,product_view,p_0004,Product 004,mobile,US,direct
e_u_00001_s_u_00001_001_1768018228,2026-01-10 04:10:28+00:00,2026-01-10 00:00:00,u_00001,s_u_00001_001,product_view,p_0004,Product 004,desktop,US,referral
e_u_00001_s_u_00001_001_1768018266,2026-01-10 04:11:06+00:00,2026-01-10 00:00:00,u_00001,s_u_00001_001,product_view,p_0004,Product 004,mobile,AU,paid
e_u_00001_s_u_00001_001_1768018277,2026-01-10 04:11:17+00:00,2026-01-10 00:00:00,u_00001,s_u_00001_001,product_view,p_0004,Product 004,mobile,US,paid
e_u_00001_s_u_00001_001_1768018288,2026-01-10 04:11:28+00:00,2026-01-10 00:00:00,u_00001,s_u_00001_001,product_view,p_0004,Product 004,mobile,IN,direct
e_u_00001_s_u_00001_002_1768257268,2026-01-12 22:34:28+00:00,2026-01-12 00:00:00,u_00001,s_u_00001_002,page_view,p_0014,Product 014,mobile,IN,direct
e_u_00001_s_u_00001_002_1768257369,2026-01-12 22:36:09+00:00,2026-01-12 00:00:00,u_00001,s_u_00001_002,page_view,p_0014,Product 014,mobile,AU,direct
e_u_00001_s_u_00001_002_1768257638,2026-01-12 22:40:38+00:00,2026-01-12 00:00:00,u_00001,s_u_00001_002,product_view,p_0014,Product 014,mobile,CA,referral
e_u_00001_s_u_00001_002_1768257665,2026-01-12 22:41:05+00:00,2026-01-12 00:00:00,u_00001,s_u_00001_002,product_view,p_0014,Product 014,mobile,US,referral
e_u_00001_s_u_00001_002_1768257670,2026-01-12 22:41:10+00:00,2026-01-12 00:00:00,u_00001,s_u_00001_002,page_view,p_0014,Product 014,mobile,IN,paid
e_u_00001_s_u_00001_002_1768257751,2026-01-12 22:42:31+00:00,2026-01-12 00:00:00,u_00001,s_u_00001_002,page_view,p_0014,Product 014,tablet,UK,organic
e_u_00001_s_u_00001_002_1768257886,2026-01-12 22:44:46+00:00,2026-01-12 00:00:00,u_00001,s_u_00001_002,page_view,p_0014,Product 014,mobile,US,direct
e_u_00001_s_u_00001_002_1768257924,2026-01-12 22:45:24+00:00,2026-01-12 00:00:00,u_00001,s_u_00001_002,product_view,p_0014,Product 014,desktop,US,referral
e_u_00001_s_u_00001_002_1768257961,2026-01-12 22:46:01+00:00,2026-01-12 00:00:00,u_00001,s_u_00001_002,product_view,p_0014,Product 014,mobile,US,email
e_u_00001_s_u_00001_002_1768258009,2026-01-12 22:46:49+00:00,2026-01-12 00:00:00,u_00001,s_u_00001_002,page_view,p_0014,Product 014,mobile,UK,paid
e_u_00001_s_u_00001_002_1768258088,2026-01-12 22:48:08+00:00,2026-01-12 00:00:00,u_00001,s_u_00001_002,page_view,p_0014,Product 014,mobile,US,organic
e_u_00001_s_u_00001_002_1768258099,2026-01-12 22:48:19+00:00,2026-01-12 00:00:00,u_00001,s_u_00001_002,product_view,p_0014,Product 014,desktop,UK,email
e_u_00001_s_u_00001_003_1767892081,2026-01-08 17:08:01+00:00,2026-01-08 00:00:00,u_00001,s_u_00001_003,page_view,p_0080,Product 080,mobile,IN,organic
e_u_00001_s_u_00001_003_1767892114,2026-01-08 17:08:34+00:00,2026-01-08 00:00:00,u_00001,s_u_00001_003,product_view,p_0080,Product 080,desktop,CA,organic
e_u_00001_s_u_00001_003_1767892152,2026-01-08 17:09:12+00:00,2026-01-08 00:00:00,u_00001,s_u_00001_003,product_view,p_0080,Product 080,mobile,IN,organic
e_u_00001_s_u_00001_003_1767892314,2026-01-08 17:11:54+00:00,2026-01-08 00:00:00,u_00001,s_u_00001_003,page_view,p_0080,Product 080,desktop,IN,organic
e_u_00001_s_u_00001_003_1767892357,2026-01-08 17:12:37+00:00,2026-01-08 00:00:00,u_00001,s_u_00001_003,page_view,p_0080,Product 080,mobile,CA,organic
e_u_00001_s_u_00001_003_1767892449,2026-01-08 17:14:09+00:00,2026-01-08 00:00:00,u_00001,s_u_00001_003,product_view,p_0080,Product 080,mobile,AU,referral
e_u_00001_s_u_00001_003_1767892586,2026-01-08 17:16:26+00:00,2026-01-08 00:00:00,u_00001,s_u_00001_003,add_to_cart,p_0080,Product 080,mobile,IN,organic
e_u_00001_s_u_00001_003_1767892592,2026-01-08 17:16:32+00:00,2026-01-08 00:00:00,u_00001,s_u_00001_003,checkout,p_0080,Product 080,mobile,US,paid
e_u_00001_s_u_00001_003_1767892748,2026-01-08 17:19:08+00:00,2026-01-08 00:00:00,u_00001,s_u_00001_003,purchase,p_0080,Product 080,mobile,US,organic
e_u_00001_s_u_00001_004_1768154060,2026-01-11 17:54:20+00:00,2026-01-11 00:00:00,u_00001,s_u_00001_004,page_view,p_0010,Product 010,desktop,US,organic
e_u_00001_s_u_00001_004_1768154304,2026-01-11 17:58:24+00:00,2026-01-11 00:00:00,u_00001,s_u_00001_004,page_view,p_0010,Product 010,desktop,IN,paid
e_u_00001_s_u_00001_004_1768154309,2026-01-11 17:58:29+00:00,2026-01-11 00:00:00,u_00001,s_u_00001_004,page_view,p_0010,Product 010,desktop,UK,organic
e_u_00001_s_u_00001_004_1768154321,2026-01-11 17:58:41+00:00,2026-01-11 00:00:00,u_00001,s_u_00001_004,product_view,p_0010,Product 010,mobile,IN,paid
e_u_00001_s_u_00001_004_1768154421,2026-01-11 18:00:21+00:00,2026-01-11 00:00:00,u_00001,s_u_00001_004,product_view,p_0010,Product 010,mobile,CA,referral
e_u_00001_s_u_00001_004_1768154430,2026-01-11 18:00:30+00:00,2026-01-11 00:00:00,u_00001,s_u_00001_004,page_view,p_0010,Product 010,tablet,US,paid
e_u_00001_s_u_00001_004_1768154444,2026-01-11 18:00:44+00:00,2026-01-11 00:00:00,u_00001,s_u_00001_004,product_view,p_0010,Product 010,mobile,UK,organic
e_u_00001_s_u_00001_004_1768154883,2026-01-11 18:08:03+00:00,2026-01-11 00:00:00,u_00001,s_u_00001_004,product_view,p_0010,Product 010,mobile,IN,paid
e_u_00001_s_u_00001_005_1768131424,2026-01-11 11:37:04+00:00,2026-01-11 00:00:00,u_00001,s_u_00001_005,page_view,p_0092,Product 092,desktop,AU,direct
e_u_00001_s_u_00001_005_1768131441,2026-01-11 11:37:21+00:00,2026-01-11 00:00:00,u_00001,s_u_00001_005,product_view,p_0092,Product 092,desktop,US,paid
e_u_00001_s_u_00001_005_1768131579,2026-01-11 11:39:39+00:00,2026-01-11 00:00:00,u_00001,s_u_00001_005,page_view,p_0092,Product 092,mobile,IN,organic
e_u_00001_s_u_00001_005_1768131645,2026-01-11 11:40:45+00:00,2026-01-11 00:00:00,u_00001,s_u_00001_005,product_view,p_0092,Product 092,mobile,AU,organic
e_u_00001_s_u_00001_005_1768131697,2026-01-11 11:41:37+00:00,2026-01-11 00:00:00,u_00001,s_u_00001_005,product_view,p_0092,Product 092,desktop,IN,paid
e_u_00001_s_u_00001_005_1768131703,2026-01-11 11:41:43+00:00,2026-01-11 00:00:00,u_00001,s_u_00001_005,page_view,p_0092,Product 092,tablet,AU,paid
e_u_00001_s_u_00001_005_1768131953,2026-01-11 11:45:53+00:00,2026-01-11 00:00:00,u_00001,s_u_00001_005,product_view,p_0092,Product 092,desktop,US,organic
e_u_00001_s_u_00001_005_1768132343,2026-01-11 11:52:23+00:00,2026-01-11 00:00:00,u_00001,s_u_00001_005,page_view,p_0092,Product 092,tablet,IN,paid
e_u_00001_s_u_00001_005_1768132381,2026-01-11 11:53:01+00:00,2026-01-11 00:00:00,u_00001,s_u_00001_005,page_view,p_0092,Product 092,desktop,US,paid
e_u_00001_s_u_00001_005_1768132436,2026-01-11 11:53:56+00:00,2026-01-11 00:00:00,u_00001,s_u_00001_005,product_view,p_0092,Product 092,mobile,UK,organic
e_u_00001_s_u_00001_006_1768370772,2026-01-14 06:06:12+00:00,2026-01-14 00:00:00,u_00001,s_u_00001_006,page_view,p_0016,Product 016,mobile,US,paid
e_u_00001_s_u_00001_006_1768370856,2026-01-14 06:07:36+00:00,2026-01-14 00:00:00,u_00001,s_u_00001_006,product_view,p_0016,Product 016,desktop,US,organic
e_u_00001_s_u_00001_006_1768370865,2026-01-14 06:07:45+00:00,2026-01-14 00:00:00,u_00001,s_u_00001_006,product_view,p_0016,Product 016,desktop,US,paid
e_u_00002_s_u_00002_000_1767963926,2026-01-09 13:05:26+00:00,2026-01-09 00:00:00,u_00002,s_u_00002_000,page_view,p_0012,Product 012,desktop,US,organic
e_u_00002_s_u_00002_000_1767963966,2026-01-09 13:06:06+00:00,2026-01-09 00:00:00,u_00002,s_u_00002_000,page_view,p_0012,Product 012,desktop,US,organic
e_u_00002_s_u_00002_000_1767964138,2026-01-09 13:08:58+00:00,2026-01-09 00:00:00,u_00002,s_u_00002_000,product_view,p_0012,Product 012,desktop,US,paid
e_u_00002_s_u_00002_000_1767964191,2026-01-09 13:09:51+00:00,2026-01-09 00:00:00,u_00002,s_u_00002_000,product_view,p_0012,Product 012,tablet,AU,organic
e_u_00002_s_u_00002_000_1767964196,2026-01-09 13:09:56+00:00,2026-01-09 00:00:00,u_00002,s_u_00002_000,product_view,p_0012,Product 012,mobile,US,direct
e_u_00002_s_u_00002_000_1767964243,2026-01-09 13:10:43+00:00,2026-01-09 00:00:00,u_00002,s_u_00002_000,page_view,p_0012,Product 012,desktop,UK,organic
e_u_00002_s_u_00002_000_1767964311,2026-01-09 13:11:51+00:00,2026-01-09 00:00:00,u_00002,s_u_00002_000,product_view,p_0012,Product 012,mobile,UK,referral
e_u_00002_s_u_00002_000_1767964373,2026-01-09 13:12:53+00:00,2026-01-09 00:00:00,u_00002,s_u_00002_000,product_view,p_0012,Product 012,mobile,AU,referral
e_u_00002_s_u_00002_001_1768311580,2026-01-13 13:39:40+00:00,2026-01-13 00:00:00,u_00002,s_u_00002_001,page_view,p_0074,Product 074,mobile,US,organic
e_u_00002_s_u_00002_001_1768311650,2026-01-13 13:40:50+00:00,2026-01-13 00:00:00,u_00002,s_u_00002_001,product_view,p_0074,Product 074,mobile,US,paid
e_u_00002_s_u_00002_001_1768311659,2026-01-13 13:40:59+00:00,2026-01-13 00:00:00,u_00002,s_u_00002_001,product_view,p_0074,Product 074,desktop,US,referral
e_u_00002_s_u_00002_001_1768311822,2026-01-13 13:43:42+00:00,2026-01-13 00:00:00,u_00002,s_u_00002_001,page_view,p_0074,Product 074,mobile,IN,direct
e_u_00002_s_u_00002_001_1768311857,2026-01-13 13:44:17+00:00,2026-01-13 00:00:00,u_00002,s_u_00002_001,product_view,p_0074,Product 074,desktop,US,paid
e_u_00002_s_u_00002_001_1768312114,2026-01-13 13:48:34+00:00,2026-01-13 00:00:00,u_00002,s_u_00002_001,page_view,p_0074,Product 074,mobile,US,email
e_u_00002_s_u_00002_001_1768312167,2026-01-13 13:49:27+00:00,2026-01-13 00:00:00,u_00002,s_u_00002_001,product_view,p_0074,Product 074,desktop,US,referral
e_u_00003_s_u_00003_000_1768047331,2026-01-10 12:15:31+00:00,2026-01-10 00:00:00,u_00003,s_u_00003_000,page_view,p_0099,Product 099,mobile,US,organic
e_u_00003_s_u_00003_000_1768047358,2026-01-10 12:15:58+00:00,2026-01-10 00:00:00,u_00003,s_u_00003_000,product_view,p_0099,Product 099,desktop,UK,direct
e_u_00003_s_u_00003_000_1768047369,2026-01-10 12:16:09+00:00,2026-01-10 00:00:00,u_00003,s_u_00003_000,product_view,p_0099,Product 099,desktop,US,organic
e_u_00003_s_u_00003_000_1768047374,2026-01-10 12:16:14+00:00,2026-01-10 00:00:00,u_00003,s_u_00003_000,product_view,p_0099,Product 099,mobile,UK,direct
e_u_00003_s_u_00003_000_1768047526,2026-01-10 12:18:46+00:00,2026-01-10 00:00:00,u_00003,s_u_00003_000,product_view,p_0099,Product 099,mobile,IN,organic
e_u_00003_s_u_00003_000_1768047554,2026-01-10 12:19:14+00:00,2026-01-10 00:00:00,u_00003,s_u_00003_000,product_view,p_0099,Product 099,desktop,UK,direct
e_u_00003_s_u_00003_000_1768047660,2026-01-10 12:21:00+00:00,2026-01-10 00:00:00,u_00003,s_u_00003_000,page_view,p_0099,Product 099,desktop,UK,organic
e_u_00003_s_u_00003_000_1768047734,2026-01-10 12:22:14+00:00,2026-01-10 00:00:00,u_00003,s_u_00003_000,page_view,p_0099,Product 099,desktop,US,direct
e_u_00003_s_u_00003_000_1768048200,2026-01-10 12:30:00+00:00,2026-01-10 00:00:00,u_00003,s_u_00003_000,page_view,p_0099,Product 099,desktop,UK,email
e_u_00003_s_u_00003_000_1768048236,2026-01-10 12:30:36+00:00,2026-01-10 00:00:00,u_00003,s_u_00003_000,product_view,p_0099,Product 099,mobile,UK,organic
e_u_00003_s_u_00003_000_1768048263,2026-01-10 12:31:03+00:00,2026-01-10 00:00:00,u_00003,s_u_00003_000,product_view,p_0099,Product 099,desktop,UK,organic
e_u_00003_s_u_00003_001_1768191452,2026-01-12 04:17:32+00:00,2026-01-12 00:00:00,u_00003,s_u_00003_001,page_view,p_0043,Product 043,mobile,US,organic
e_u_00003_s_u_00003_001_1768191499,2026-01-12 04:18:19+00:00,2026-01-12 00:00:00,u_00003,s_u_00003_001,page_view,p_0043,Product 043,desktop,AU,organic
e_u_00003_s_u_00003_001_1768191567,2026-01-12 04:19:27+00:00,2026-01-12 00:00:00,u_00003,s_u_00003_001,product_view,p_0043,Product 043,desktop,IN,direct
e_u_00003_s_u_00003_001_1768191677,2026-01-12 04:21:17+00:00,2026-01-12 00:00:00,u_00003,s_u_00003_001,page_view,p_0043,Product 043,mobile,AU,organic
e_u_00003_s_u_00003_001_1768191786,2026-01-12 04:23:06+00:00,2026-01-12 00:00:00,u_00003,s_u_00003_001,product_view,p_0043,Product 043,tablet,US,direct
e_u_00003_s_u_00003_001_1768191866,2026-01-12 04:24:26+00:00,2026-01-12 00:00:00,u_00003,s_u_00003_001,product_view,p_0043,Product 043,mobile,US,paid
e_u_00003_s_u_00003_001_1768191872,2026-01-12 04:24:32+00:00,2026-01-12 00:00:00,u_00003,s_u_00003_001,product_view,p_0043,Product 043,desktop,US,paid
e_u_00004_s_u_00004_000_1768176292,2026-01-12 00:04:52+00:00,2026-01-12 00:00:00,u_00004,s_u_00004_000,page_view,p_0071,Product 071,desktop,US,organic
e_u_00004_s_u_00004_000_1768176303,2026-01-12 00:05:03+00:00,2026-01-12 00:00:00,u_00004,s_u_00004_000,page_view,p_0071,Product 071,desktop,CA,organic
e_u_00004_s_u_00004_000_1768176303,2026-01-12 00:05:03+00:00,2026-01-12 00:00:00,u_00004,s_u_00004_000,page_view,p_0071,Product 071,mobile,IN,paid
e_u_00004_s_u_00004_000_1768176316,2026-01-12 00:05:16+00:00,2026-01-12 00:00:00,u_00004,s_u_00004_000,product_view,p_0071,Product 071,mobile,US,paid
e_u_00004_s_u_00004_000_1768176321,2026-01-12 00:05:21+00:00,2026-01-12 00:00:00,u_00004,s_u_00004_000,product_view,p_0071,Product 071,desktop,CA,direct
e_u_00004_s_u_00004_000_1768176351,2026-01-12 00:05:51+00:00,2026-01-12 00:00:00,u_00004,s_u_00004_000,product_view,p_0071,Product 071,mobile,US,paid
e_u_00004_s_u_00004_000_1768176397,2026-01-12 00:06:37+00:00,2026-01-12 00:00:00,u_00004,s_u_00004_000,product_view,p_0071,Product 071,mobile,US,paid
e_u_00004_s_u_00004_000_1768176484,2026-01-12 00:08:04+00:00,2026-01-12 00:00:00,u_00004,s_u_00004_000,product_view,p_0071,Product 071,mobile,CA,paid
e_u_00004_s_u_00004_000_1768176526,2026-01-12 00:08:46+00:00,2026-01-12 00:00:00,u_00004,s_u_00004_000,page_view,p_0071,Product 071,mobile,US,paid
e_u_00004_s_u_00004_000_1768176650,2026-01-12 00:10:50+00:00,2026-01-12 00:00:00,u_00004,s_u_00004_000,product_view,p_0071,Product 071,desktop,UK,organic
e_u_00004_s_u_00004_000_1768176655,2026-01-12 00:10:55+00:00,2026-01-12 00:00:00,u_00004,s_u_00004_000,page_view,p_0071,Product 071,mobile,IN,referral
e_u_00004_s_u_00004_000_1768176712,2026-01-12 00:11:52+00:00,2026-01-12 00:00:00,u_00004,s_u_00004_000,product_view,p_0071,Product 071,mobile,UK,referral
e_u_00004_s_u_00004_000_1768176918,2026-01-12 00:15:18+00:00,2026-01-12 00:00:00,u_00004,s_u_00004_000,page_view,p_0071,Product 071,desktop,US,organic
e_u_00004_s_u_00004_000_1768176934,2026-01-12 00:15:34+00:00,2026-01-12 00:00:00,u_00004,s_u_00004_000,product_view,p_0071,Product 071,mobile,US,paid
e_u_00004_s_u_00004_000_1768176955,2026-01-12 00:15:55+00:00,2026-01-12 00:00:00,u_00004,s_u_00004_000,product_view,p_0071,Product 071,desktop,US,paid
e_u_00004_s_u_00004_001_1768261643,2026-01-12 23:47:23+00:00,2026-01-12 00:00:00,u_00004,s_u_00004_001,page_view,p_0032,Product 032,desktop,US,referral
e_u_00004_s_u_00004_001_1768261854,2026-01-12 23:50:54+00:00,2026-01-12 00:00:00,u_00004,s_u_00004_001,page_view,p_0032,Product 032,desktop,US,paid
e_u_00004_s_u_00004_001_1768261956,2026-01-12 23:52:36+00:00,2026-01-12 00:00:00,u_00004,s_u_00004_001,product_view,p_0032,Product 032,mobile,AU,paid
e_u_00004_s_u_00004_001_1768261979,2026-01-12 23:52:59+00:00,2026-01-12 00:00:00,u_00004,s_u_00004_001,product_view,p_0032,Product 032,mobile,US,direct
e_u_00004_s_u_00004_001_1768262269,2026-01-12 23:57:49+00:00,2026-01-12 00:00:00,u_00004,s_u_00004_001,page_view,p_0032,Product 032,mobile,UK,referral
e_u_00004_s_u_00004_001_1768262437,2026-01-13 00:00:37+00:00,2026-01-13 00:00:00,u_00004,s_u_00004_001,product_view,p_0032,Product 032,tablet,IN,direct
e_u_00004_s_u_00004_001_1768262470,2026-01-13 00:01:10+00:00,2026-01-13 00:00:00,u_00004,s_u_00004_001,product_view,p_0032,Product 032,desktop,IN,referral
e_u_00004_s_u_00004_002_1768285909,2026-01-13 06:31:49+00:00,2026-01-13 00:00:00,u_00004,s_u_00004_002,page_view,p_0069,Product 069,desktop,CA,paid
e_u_00004_s_u_00004_002_1768286354,2026-01-13 06:39:14+00:00,2026-01-13 00:00:00,u_00004,s_u_00004_002,product_view,p_0069,Product 069,mobile,US,referral
e_u_00004_s_u_00004_002_1768286662,2026-01-13 06:44:22+00:00,2026-01-13 00:00:00,u_00004,s_u_00004_002,product_view,p_0069,Product 069,desktop,IN,referral
e_u_00004_s_u_00004_002_1768286709,2026-01-13 06:45:09+00:00,2026-01-13 00:00:00,u_00004,s_u_00004_002,product_view,p_0069,Product 069,mobile,US,organic
e_u_00004_s_u_00004_002_1768286858,2026-01-13 06:47:38+00:00,2026-01-13 00:00:00,u_00004,s_u_00004_002,product_view,p_0069,Product 069,mobile,US,paid
e_u_00004_s_u_00004_002_1768286897,2026-01-13 06:48:17+00:00,2026-01-13 00:00:00,u_00004,s_u_00004_002,add_to_cart,p_0069,Product 069,mobile,US,referral
e_u_00004_s_u_00004_003_1768418574,2026-01-14 19:22:54+00:00,2026-01-14 00:00:00,u_00004,s_u_00004_003,page_view,p_0031,Product 031,mobile,IN,direct
e_u_00004_s_u_00004_003_1768418667,2026-01-14 19:24:27+00:00,2026-01-14 00:00:00,u_00004,s_u_00004_003,page_view,p_0031,Product 031,mobile,CA,direct
e_u_00004_s_u_00004_003_1768418668,2026-01-14 19:24:28+00:00,2026-01-14 00:00:00,u_00004,s_u_00004_003,product_view,p_0031,Product 031,desktop,IN,organic
e_u_00004_s_u_00004_003_1768418692,2026-01-14 19:24:52+00:00,2026-01-14 00:00:00,u_00004,s_u_00004_003,page_view,p_0031,Product 031,mobile,CA,direct
e_u_00004_s_u_00004_003_1768418730,2026-01-14 19:25:30+00:00,2026-01-14 00:00:00,u_00004,s_u_00004_003,page_view,p_0031,Product 031,tablet,IN,referral
e_u_00004_s_u_00004_003_1768418944,2026-01-14 19:29:04+00:00,2026-01-14 00:00:00,u_00004,s_u_00004_003,product_view,p_0031,Product 031,mobile,IN,organic
e_u_00004_s_u_00004_003_1768419139,2026-01-14 19:32:19+00:00,2026-01-14 00:00:00,u_00004,s_u_00004_003,product_view,p_0031,Product 031,mobile,IN,organic
e_u_00005_s_u_00005_000_1768116331,2026-01-11 07:25:31+00:00,2026-01-11 00:00:00,u_00005,s_u_00005_000,page_view,p_0073,Product 073,mobile,IN,paid
e_u_00005_s_u_00005_000_1768116337,2026-01-11 07:25:37+00:00,2026-01-11 00:00:00,u_00005,s_u_00005_000,product_view,p_0073,Product 073,mobile,IN,organic
e_u_00005_s_u_00005_000_1768116450,2026-01-11 07:27:30+00:00,2026-01-11 00:00:00,u_00005,s_u_00005_000,page_view,p_0073,Product 073,mobile,US,organic
e_u_00005_s_u_00005_000_1768116489,2026-01-11 07:28:09+00:00,2026-01-11 00:00:00,u_00005,s_u_00005_000,product_view,p_0073,Product 073,mobile,US,email
e_u_00005_s_u_00005_000_1768116613,2026-01-11 07:30:13+00:00,2026-01-11 00:00:00,u_00005,s_u_00005_000,page_view,p_0073,Product 073,mobile,CA,email
e_u_00005_s_u_00005_000_1768116675,2026-01-11 07:31:15+00:00,2026-01-11 00:00:00,u_00005,s_u_00005_000,page_view,p_0073,Product 073,mobile,US,organic
e_u_00005_s_u_00005_000_1768116735,2026-01-11 07:32:15+00:00,2026-01-11 00:00:00,u_00005,s_u_00005_000,product_view,p_0073,Product 073,mobile,AU,organic
e_u_00005_s_u_00005_000_1768116764,2026-01-11 07:32:44+00:00,2026-01-11 00:00:00,u_00005,s_u_00005_000,page_view,p_0073,Product 073,desktop,UK,referral
e_u_00005_s_u_00005_000_1768116804,2026-01-11 07:33:24+00:00,2026-01-11 00:00:00,u_00005,s_u_00005_000,product_view,p_0073,Product 073,desktop,AU,organic
e_u_00005_s_u_00005_001_1768334903,2026-01-13 20:08:23+00:00,2026-01-13 00:00:00,u_00005,s_u_00005_001,page_view,p_0001,Product 001,desktop,US,paid
e_u_00005_s_u_00005_001_1768335006,2026-01-13 20:10:06+00:00,2026-01-13 00:00:00,u_00005,s_u_00005_001,product_view,p_0001,Product 001,desktop,US,email
e_u_00005_s_u_00005_001_1768335028,2026-01-13 20:10:28+00:00,2026-01-13 00:00:00,u_00005,s_u_00005_001,page_view,p_0001,Product 001,tablet,US,organic
e_u_00005_s_u_00005_001_1768335110,2026-01-13 20:11:50+00:00,2026-01-13 00:00:00,u_00005,s_u_00005_001,product_view,p_0001,Product 001,mobile,CA,direct
e_u_00005_s_u_00005_001_1768335132,2026-01-13 20:12:12+00:00,2026-01-13 00:00:00,u_00005,s_u_00005_001,product_view,p_0001,Product 001,mobile,CA,organic
e_u_00005_s_u_00005_001_1768335215,2026-01-13 20:13:35+00:00,2026-01-13 00:00:00,u_00005,s_u_00005_001,page_view,p_0001,Product 001,desktop,IN,organic
e_u_00005_s_u_00005_001_1768335219,2026-01-13 20:13:39+00:00,2026-01-13 00:00:00,u_00005,s_u_00005_001,page_view,p_0001,Product 001,desktop,UK,paid
e_u_00005_s_u_00005_001_1768335240,2026-01-13 20:14:00+00:00,2026-01-13 00:00:00,u_00005,s_u_00005_001,page_view,p_0001,Product 001,mobile,AU,email
e_u_00005_s_u_00005_001_1768335330,2026-01-13 20:15:30+00:00,2026-01-13 00:00:00,u_00005,s_u_00005_001,product_view,p_0001,Product 001,mobile,IN,organic
e_u_00005_s_u_00005_001_1768335355,2026-01-13 20:15:55+00:00,2026-01-13 00:00:00,u_00005,s_u_00005_001,add_to_cart,p_0001,Product 001,mobile,US,direct
e_u_00005_s_u_00005_001_1768335425,2026-01-13 20:17:05+00:00,2026-01-13 00:00:00,u_00005,s_u_00005_001,checkout,p_0001,Product 001,desktop,US,direct
e_u_00005_s_u_00005_002_1768244876,2026-01-12 19:07:56+00:00,2026-01-12 00:00:00,u_00005,s_u_00005_002,page_view,p_0098,Product 098,desktop,UK,organic
e_u_00005_s_u_00005_002_1768244888,2026-01-12 19:08:08+00:00,2026-01-12 00:00:00,u_00005,s_u_00005_002,page_view,p_0098,Product 098,desktop,US,paid
e_u_00005_s_u_00005_002_1768245040,2026-01-12 19:10:40+00:00,2026-01-12 00:00:00,u_00005,s_u_00005_002,product_view,p_0098,Product 098,mobile,IN,organic
e_u_00005_s_u_00005_002_1768245062,2026-01-12 19:11:02+00:00,2026-01-12 00:00:00,u_00005,s_u_00005_002,page_view,p_0098,Product 098,desktop,US,organic
e_u_00005_s_u_00005_002_1768245154,2026-01-12 19:12:34+00:00,2026-01-12 00:00:00,u_00005,s_u_00005_002,product_view,p_0098,Product 098,desktop,US,direct
